Headline,Body ID,Stance
Journalist James Wright Foley reportedly beheaded by ISIS,2386,discuss
Weatherman caught peeing live on camera,2034,disagree
Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’,2520,discuss
"Catholic Priest Dies for 48 Minutes, Comes Back to Life and Claims God Is Female",1055,agree
"What was fake on the Internet this week: Obama’s peace prize, pumpkin-spice condoms and insane winter snow",2252,agree
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",1419,discuss
"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",2047,discuss
Iraqi airstrike kills key ISIL leader,1645,discuss
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",933,discuss
Michael Abdul Zehaf Bibeau Pictures: Photos of Alleged ISIS-Linked Gunman in Canada,1970,discuss
Microsoft Hires Dalek-style Robocops to Guard Silicon Valley HQ,1837,agree
"Rajasthan: Man Tries to Rape Teenager, Angry Mob Chops His Penis Off",2005,agree
CNN Plays Alleged Recording of Michael Brown Shooting,1916,discuss
"Teen Made $72 Million Trading Stocks, Confirms Teen Dominance Worldwide",2052,disagree
NYC relaxes response to marijuana possession,2237,discuss
Al-Shabaab co-founder confirmed killed by US air strike in Somalia,1423,agree
Woman spends a week in KFC to get over her break up,2414,agree
Rajasthan: Angry mob teaches rapist a lesson; chops penis off,2115,agree
It’s Okay To Laugh About The Fact That The Vogue Rat Infestation is Getting Worse,2520,discuss
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,2060,discuss
Missing American journalist reportedly beheaded by Islamic State ,446,discuss
Christian Bale Won't Play Steve Jobs After All,1131,discuss
‘Photo of slain IS leader’ reported to be doctored,394,discuss
"Report: ISIS kidnaps Canadian-Israeli, former IDF soldier who went to fight with the Kurds",1893,discuss
"Rats at Vogue's NYC offices - watch your step, Anna Wintour",1543,discuss
Isis claims to behead US journalist,1747,discuss
US officials: Video shows American's execution,1336,discuss
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,1157,discuss
"SMALL METEORITE STRIKES NICARAGUA, GOVERNMENT SAYS",1594,discuss
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,839,discuss
Wife and son of Isil leader Abu Bakr al-Baghdadi 'detained at Lebanon border',1267,discuss
Missing Libyan jetliners raise fears of terror attacks on 9/11,2448,discuss
Audio recording allegedly captures moment Michael Brown was shot,2118,discuss
Media Fooled Again? Story Claims 7 of 28 Girls On School Trip Came Home Pregnant,2304,discuss
ISIS Appears To Behead American Photojournalist In YouTube Video,1679,discuss
Rat problem worsens at One World Trade Center offices of Conde Nast,2520,discuss
"Audio captured at time of Michael Brown shooting, company says",944,discuss
ISIS Reportedly Beheads American Photojournalist in Iraq,1679,discuss
Has Kim Yo-Jong Taken Over For Kim Jong Un? Sister Assumes North Korea State Duties While Brother Undergoes Medical Treatment,2344,discuss
"Apple Reportedly Preparing 12-inch MacBook Air, Thinner and Lighter than Existing Models",2039,discuss
Nigeria Boko Haram blamed for raids despite truce claim,2272,discuss
GCPD Solved Stolen Batmobile Case?,2062,discuss
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",1295,agree
'Jihadi John' identified: ISIS killer named as Mohammed Emwazi from West London,1780,discuss
"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012",1336,agree
"Tropical spider burrows under man's skin, lives there for three days",1883,agree
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",1922,discuss
Missing Mexico students not among 28 bodies found in mass grave,1984,agree
Predator Drone Reportedly Spotted Over ISIS Stronghold,2469,discuss
New ISIS Video Shows Militants Seizing Weapons Airdropped By US Near Kobani,1597,agree
ESPN’s Domestic Abuse Tonight Panel Will Be 100% Dudes,1500,disagree
"These LEGO Instructions from 1974 Are Awesome (And Yes, They're Real)",779,agree
Street Artist BANKSY Arrested? Again?,1884,discuss
#RIPFidel fuels false rumors of Cuban leader's death after another Fidel Castro dies,2506,discuss
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,2067,discuss
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',2147,discuss
Rumors Of Fidel Castro's Death Circulate After Prolonged Absence From Public Life,2506,discuss
The iPhone 6 'Hairgate' Is Not a Thing,1738,discuss
Isis leader Abu Bakr al-Baghdadi's 'wife and son detained in Lebanon',1468,discuss
We took a look at the photo said to show the body of Islamic State leader Abu Bakr Al-Baghdadi (right) and found it was really an ethnic Albanian militant killed in 2013,1254,agree
YPG Confirms: Gill Rosenberg Not Captured in Kobani,1774,discuss
Magic mushrooms found at Buckingham Palace,2424,agree
"In Kim Jong Un's absence, his sister may rule. Or not.",2344,discuss
ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,1376,agree
CNN Expert on Brown Audio: At First I Thought ‘Someone’s Trying to Punk CNN’,1776,agree
Reports of missing Libyan planes raise 9/11 terror fears,2162,discuss
James Foley remembered as 'brave and tireless' journalist,1721,discuss
#Hairgate trends on social media: iPhone 6 users complain of ripped out hair,1519,discuss
DNA test confirms child is IS head Abu Bakr al-Baghdadi's daughter,720,agree
Steve Jobs Biopic Eyes Seth Rogen to Play Apple Co-Founder Steve Wozniak,712,discuss
Christian Bale in Talks to Play Steve Jobs (Exclusive),2017,discuss
iOS 8 bug reportedly erases iCloud Drive documents when settings are reset,2033,discuss
An audio recording of the Michael Brown shooting has reportedly surfaced,2220,discuss
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,1679,discuss
"Meteorite makes big crater in Nicaragua, government says",1622,discuss
Conflicting reports on alleged IS capture of Canadian woman,2037,discuss
Source: Tom Brokaw Wants Brian Williams Fired,1794,discuss
US confirms death of Somalia terror group leader,1306,agree
Everyone chill! Banksy has NOT been arrested,2362,agree
"Dead for 48 minutes, Catholic Priest claims God is female",1549,disagree
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,755,agree
Christian Bale In Talks To Play Steve Jobs In Sony's Next Biopic,1841,disagree
Meteorite Leaves House-Sized Crater in Nicaragua’s Capital,2475,disagree
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,922,disagree
"Bosnia: Seven underage girls return from five day school trip, pregnant",2097,agree
Alleged Audio of Michael Brown Shooting Doesn’t Sound Good for Officer Darren Wilson,2317,discuss
NBC weatherman caught urinating in the woods live on air,1046,disagree
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",2272,agree
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,2147,discuss
Small Meteorite Strikes in Nicaragua's Capital City of Managua,185,discuss
CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,2345,discuss
Missing American journalist reportedly beheaded by Islamic State ,2147,discuss
Libya: Missing Libya Planes Spark Security Concerns,1312,agree
See the Crater a Meteorite Made in Nicaragua,1731,agree
Ferguson riots: audio may have captured Michael Brown shooting,816,discuss
Nigeria says it has deal with Boko Haram to release kidnapped girls,1298,discuss
"What We Know About Kim Yo Jong, Who May Control North Korea",2470,discuss
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",1073,discuss
Here Are Microsoft's New Robot Security Guards,2432,agree
More American Weapons for ISIS,462,discuss
"Is Kim Jong-un's Sister, Kim Yo-jong, Running North Korea In His Mysterious Absence?",2477,discuss
A bunch of cool health features were cut from the Apple Watch at the last minute,1917,discuss
Nigeria says ceasefire agreed with Boko Haram,1340,discuss
Missing Libyan jetliners raise fears of terror attacks on 9/11,1372,disagree
U.S. arms airdrop fell into ISIS hands: Pentagon,2307,agree
ISIS Appears To Behead American Photojournalist In YouTube Video,2147,discuss
WHO investigates media reports ISIS fighters contracted Ebola,1807,discuss
Cameron vows to hunt down IS 'monsters' after Haines murder,2348,agree
Is the iPhone 6 Really Pulling Out Your Hair?,1738,discuss
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",2047,discuss
Turkish president says American weapons drop for Kurdish fighters was 'wrong' after supplies end up in the hands of ISIS,2168,discuss
Islamic State Leader al-Baghdadi “Not Dead”,1522,discuss
Has Kim's SISTER taken over North Korea? Dictator fails to show for key Communist event (but does send a nice flower basket instead),2473,discuss
The Arrest of the ISIS Leader's Wife and Son,2283,agree
Nigeria Boko Haram blamed for raids despite truce claim,1540,discuss
Seth Rogen set to play Steve Wozniak in Danny Boyle's Steve Jobs biopic,1002,discuss
Shots Heard In Alleged Brown Shooting Recording [AUDIO],693,discuss
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,1116,discuss
"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",1807,discuss
Sugarhill Gang's Big Bank Hank Dead At 57,2351,agree
"Lady on FB: I'm 41, Intersex, and Fucked Michael Phelps on First Date",1349,discuss
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,40,discuss
"In Vogue vs Rats War, the Rats Are Winning",1045,agree
Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',542,discuss
An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,1817,discuss
Newly Discovered Mass Grave Linked to Missing Mexican Students,1156,disagree
Lebanon 'holding IS leader's daughter and ex-wife',1143,discuss
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",1580,agree
Islamic State killer 'Jihadi John' named as Mohammed Emwazi,2165,agree
Small red book among finds in 113-year-old Boston time capsule,2288,agree
"CNN Broadcasts Purported Audio Containing Gunshots That Felled Michael Brown Jr.; Leaders, Celebrities Fill Pews At Teen’s Funeral",1934,discuss
Homeland Security: No ISIL fighters on U.S. border,324,agree
Report: Christian Bale Will Play Steve Jobs,1217,discuss
Urgent: The Leader of ISIL 'Abu Bakr al-Baghdadi' Killed! / Photo,891,discuss
Led Zeppelin’s Robert Plant ripped up a $924 million reunion contract,2489,discuss
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,2246,agree
DNA test confirms child is IS head Abu Bakr al-Baghdadi's daughter,1263,disagree
Unverified video shows beheading of aid worker David Haines,1989,discuss
Questions raised over Nicaragua 'meteorite',1573,discuss
Does Vogue's New Office Have a Rat Infestation?,2106,discuss
Teen Makes $72 Million on the Stock Market,1184,agree
Texas Truck Winds Up in Syria With Islamic Militants,119,agree
Video Purports To Show Beheading Of U.S. Journalist By Militants,2450,discuss
Canadian Soldier Shot At Ottawa War Memorial: Report,1071,discuss
ISIS Militants Allegedly Contracted Ebola,1122,discuss
Angry mob chops off man's genitals with butcher’s knife for alleged rape attempt,1981,agree
Nigeria and Boko Haram 'agree ceasefire and girls' release',1630,discuss
Video messaging service verifies timing of CNN audio recording,2220,discuss
Eyewitness Says Viral Video of Homeless Man Was Staged,1020,disagree
Islamist websites claim Israeli-Canadian woman kidnapped by IS: report,1893,discuss
US Lawmaker: Ten ISIS Fighters Have Been Apprehended Coming Across Southern Border (Video),2261,discuss
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",608,discuss
Michael Phelps’ alleged girlfriend says she was born intersex,2454,discuss
Spider burrowed through tourist's stomach and up into his chest,2338,discuss
"Pictured: Heroic sergeant-at-arms, 58, walking through Parliament gun in hand just moments after he killed gunman Michael Zehaf-Bibeau",2113,discuss
#Hairgate: iPhone 6 users say device pulls out hair,1308,discuss
Banksy 'Arrested & Real Identity Revealed' Is The Same Hoax From Last Year,1301,agree
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,1122,discuss
"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",1192,discuss
"Batmobile Stolen From ""Batman v Superman: Dawn of Justice"" Set, Zack Snyder Knows Who Did It",2135,disagree
ISIL Beheads American Photojournalist in Iraq,1747,agree
"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",1055,agree
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,2386,agree
Small Meteorite Strikes in Nicaragua's Capital City of Managua,2475,disagree
Tropical spider 'burrowed under man's skin through scar' - video report,1923,discuss
BREAKING: ISIS Beheads American Journalist James Wright Foley,2450,agree
"Video showing American journalist beheaded believed real, officials and family say",1336,agree
ISIL video claims beheading of kidnapped journalist James Foley,419,discuss
WHO says reports of suspected Ebola cases in Iraq are untrue,1904,discuss
Islamist terrorists Jabhat Ansar al-Deen tweet picture of Texas plumber’s truck fitted with anti-aircraft gun in Syria,1950,agree
A Mass Grave Points to a Student Massacre in Mexico,1912,discuss
Small Meteorite Hits Managua,1594,disagree
Islamic State claims to have beheaded American journalist,1679,discuss
Vigilantes cut off alleged rapist's penis,1709,discuss
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,1896,discuss
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",227,discuss
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,2385,discuss
More American Weapons for ISIS,1120,discuss
Was The Batmobile Stolen In Detroit?,1538,discuss
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",632,discuss
"Audio captured at time of Michael Brown shooting, company says",1776,disagree
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,1168,discuss
"Mexico hit by student massacre: At least 17 anti-corruption protesters 'rounded up, murdered and dumped in a mass grave' - and another 26 are missing",1427,disagree
ISIL allegedly kills US journalist in video,2047,discuss
Nun complains of stomach pains... and GIVES BIRTH: Sister who had 'no idea' she was pregnant has a baby boy at hospital in Italy,1412,agree
This Guy Paid Off His Parents’ Mortgage For Christmas,988,agree
Armed U.S. drones spotted flying over Syria in possible hunt for ISIS leader,1501,agree
"Sorry, KFC isn't going to be selling weed in Colorado restaurants",1933,agree
New Audio Shows Michael Brown Was Shot at 11 Times,2481,discuss
ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,1982,discuss
ISIL militant 'Jihadi John' named by media,1780,discuss
Woman Spends Entire Week In KFC After Getting Dumped By Her Boyfriend,1551,agree
Alleged audio of Michael Brown shooting released,2149,discuss
A Bunch Of People Thought Banksy Got Arrested But It Was A Hoax,2362,agree
Heartwarming video shows son revealing he’s paid off parent’s mortgage as a Christmas gift,2459,agree
"Is Apple about to launch a totally redesigned, 12-inch MacBook Air?",1013,discuss
"Unhappy Customer: Comcast Told My Employer About Complaint, Got Me Fired",2133,discuss
Who Should Play Steve Jobs Now That Christian Bale Quit?,2211,agree
NASA Raises Doubts About Reports of Nicaraguan Meteorite,715,discuss
Low-level marijuana possession could soon land you a ticket instead of arrest in New York City,1406,discuss
Is Kim Jong Un's sister Kim Yo Jong in charge?,744,discuss
US officials: Video shows American's execution,2096,discuss
Lebanon 'holding IS leader's daughter and ex-wife',2268,discuss
"Leader of Qaeda-Linked Somali Group Is Dead, U.S. Says",839,discuss
Mexico checks if 43 missing students in mass grave,2334,discuss
Reports: Big Bank Hank of pioneering rap group Sugarhill Gang has died,1831,discuss
"SEE IT: ISIS militants caught trying to cross border into Texas, Congressman claims",1890,discuss
Nun gives birth to surprise baby after complaining of stomach pains,1828,discuss
"No, there aren’t any Ebola cases in Iraq",1355,agree
"So, There Might Be a Rat Infestation at Vogue",713,discuss
ISIS video showing beheading triggers international response,2241,discuss
Was The Video Of That Homeless Man Doing Good Deeds With $100 All An Elaborate Hoax!?,2061,disagree
ISIS fighters seize weapons airdrop meant for Kurds,1597,agree
Anna Wintour 'refuses to work at new World Trade Center Vogue office due to rat infestation',2498,discuss
Daash Ebola transferred to Mosul {Google Translate],2180,disagree
Christian Bale won't play Steve Jobs,1131,discuss
11 aircraft are missing from ‘terrorist-held’ Tripoli airport ahead of 9/11 anniversary,1515,agree
Nicaragua asks U.S. for help investigating meteorite crater,2154,discuss
Weather Reporter Mike Seidel Was Caught Off Guard on Live TV and Appeared to Be Urinating in the Snow -- Watch!,1926,discuss
ESPN to save NFL's image with all-male domestic abuse discussion,2137,disagree
Lebanon detains wife and son of Al-Baghdadi,703,disagree
Kim Yo-jong in Charge: Kim Jong-un's Sister 'Replaces' North Korean Dictator During Illness,2477,discuss
Boko Haram denies it has agreed ceasefire,1540,discuss
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),1104,agree
Priest' claim of seeing God as a woman dismissed as hoax,1303,agree
Canadian official identifies dead Ottawa gunman as Michael Zehaf-Bibeau,240,discuss
ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,1939,discuss
Obama: murder of James Foley 'shocks the conscience of the entire world',2067,agree
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,2191,discuss
BREAKING Gill Rosenberg former IDF soldier was captured by ISIS,2142,disagree
Spider burrowed through tourist's stomach and up into his chest,1880,disagree
"This boy nearly died, now he has a superpower like Marvel’s Magneto",1433,agree
"Soon Marijuana May Lead to Ticket, Not Arrest, in New York",1732,discuss
ISIS fighters ‘have contracted Ebola’,1669,discuss
Judicial Watch's Farrell: ISIS Terrorists Did Cross Mexican Border,2367,agree
Confusion as Cuba’s Castro mourned instead of Kenya’s Fidel,2399,discuss
Boko Haram ceasefire ignored as violence flares in Borno state,1821,disagree
Report: Missing Libyan jetliners raise fears of suicide airliner attacks on 9/11,2448,discuss
Insurgents killed in Nigeria despite alleged truce with Boko Haram,2403,discuss
Magic Mushrooms Found in Queen Elizabeth's Garden at Buckingham Palace,1258,agree
Report: ISIS Leader Abu Bakr Al-Baghdadi Assassinated In U.S. Airstrike,1466,discuss
Michael Phelps' self-proclaimed girlfriend says she was born a BOY and reveals 'amazing' sex with Olympian,862,agree
ISIS Getting Ebola,938,discuss
Boko Haram 'to release abducted schoolgirls' as part of ceasefire agreement,1885,discuss
American Predator Drone Circling Islamic State’s Stronghold,2469,discuss
Dylan Thomas Finds Tropical Spider Burrowed Under Skin,1579,discuss
Sugarhill Gang Rapper Big Bank Hank Dies at 57,2340,discuss
New Audio Allegedly Captures Moment Michael Brown Was Shot,1934,discuss
"In New York City, Marijuana May Mean Ticket, Not Arrest",2163,discuss
REPORT: JETLINERS STOLEN FROM LIBYA COULD BE USED TO ATTACK U.S. ON 9/11,1515,discuss
"Batmobile stolen in Detroit? Good one, joker!",1529,discuss
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,2345,agree
"11 Tripoli Planes Still Missing, Sparks 9/11 Concerns",1515,agree
India Rape Crisis Sees Mob Castrate Alleged Sex Attacker in Shocking Scenes,1981,agree
Obama administration DENIES congressman's claim that 'at least ten ISIS fighters have been caught coming across the Mexican border in Texas',2367,disagree
Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,837,discuss
Militant Group Says It Killed American Journalist in Syria,2067,discuss
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,2138,discuss
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,2139,agree
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,1774,discuss
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",2139,discuss
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,2016,discuss
BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,1580,agree
ISIS Video Purports To Show Beheading Of British Aid Worker,657,discuss
Missing American journalist reportedly beheaded by Islamic State ,368,discuss
Weather Reporter Caught Writing His Name In The Snow Was NOT Ready To Go On Camera (UPDATED),1855,discuss
Canadian-Israeli Woman May Have Been Captured In Syria: Reports,1330,discuss
Alleged audio of Michael Brown shooting released,721,discuss
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,1152,discuss
Nun who GAVE BIRTH to baby boy after suffering agonising stomach pains 'had no idea' she was pregnant,116,agree
"Unhappy Customer: Comcast Told My Employer About Complaint, Got Me Fired",2438,discuss
Did NBC Nightly News Go Live To A Man Who Was Taking A Piss?,2511,discuss
Zack Snyder Responds to Fake Stolen Batmobile Report,1737,agree
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,1016,discuss
"After Giving A Homeless Man $100, This Guy Secretly Filmed Him...",1429,discuss
iOS 8 bug could delete your iCloud Drive documents,883,discuss
British hostage David Haines beheaded by Islamic State terrorists,1989,agree
Detroit Police Issue Statement That The Batmobile Is Safe,1737,agree
"Fidel Castro Is Dead, According to Viral Twitter Rumors",2221,discuss
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,1531,disagree
Audio recording allegedly captures moment Michael Brown was shot,1461,discuss
"Islamist Militants 'Steal' 11 Commercial Planes In Libya, Sparking Terror Attack Fears",920,discuss
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,2495,discuss
Michael Brown shooting audio caught on tape?,499,discuss
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,1093,discuss
Schoolboy who got electric shock from lamppost claims he now has magnetic powers,2415,discuss
Media outlets identify 'Jihadi John',2202,discuss
Officials shoot down congressman's claims ISIS terrorists are running across US-Mexico border,1890,agree
11 aircraft are missing from ‘terrorist-held’ Tripoli airport ahead of 9/11 anniversary,2208,agree
Seven girls as young as 13 become pregnant on a school trip,1140,agree
Report: A Radically Redesigned 12-Inch MacBook Air Is Coming,1013,discuss
Kim Jong-Un's Sister Takes Control in North Korea,2477,discuss
Staff Reporter,1384,agree
"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",2075,discuss
This Is a Truly Horrifying Story About a Spider,1923,disagree
Video Purports To Show Beheading Of U.S. Journalist By Militants,1744,discuss
"New York schoolboy who made $72MILLION trading stocks on his lunch breaks - and now takes his friends out to dine on $400 caviar, drives a BMW and has definitely made his immigrant parents proud",1167,discuss
Meteor Leaves 40-Foot Crater Near Managua's Airport,885,disagree
Jihadi John UNMASKED: Islamic State killer NAMED as west Londoner Mohammed Emwazi,2349,agree
Street Artist BANKSY Arrested? Again?,1301,discuss
Pumpkin Spice Condoms Could Be The Only Thing To Save The World From Basic Children,2252,discuss
DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,2337,disagree
N Korean leader misses annual ritual; sister ‘takes over duties’,744,discuss
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',1747,agree
Michael Zehaf-Bibeau ID’d as Canadian Shooting Suspect in Ottawa,2246,agree
Islamic State killer 'Jihadi John' named as Mohammed Emwazi,775,discuss
DHS Rebuffs Congressman’s Claim ISIS Infiltrating Southern Border,2261,discuss
"Spider burrowed into appendix scar, crawled through WA man's body",1638,agree
$YUM Serving Up #Marijuana & Fried Chicken,1814,disagree
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,2481,discuss
REPORT: Alleged New Audio of Michael Brown Shooting,2287,discuss
"No, that high school kid didn't make $72 million trading stocks",1987,discuss
Mum Offers to Sell Twin Boy to Save Twin Girl,1562,agree
"Mass Graves Found In Mexico, Near Place Where 43 Students Went Missing",702,discuss
The Man Who Says Comcast Got Him Fired Has Filed a Lawsuit,2405,discuss
Christian Bale Exits Steve Jobs Movie (Exclusive),729,agree
"Source: Pot in NYC may soon net just a ticket, not arrest",1802,discuss
Boko Haram 'to release abducted schoolgirls' as part of ceasefire agreement,2272,discuss
Kim Jong-Un's sister reportedly running N. Korea,2477,discuss
ISIS Claims To Have Captured US Airdrop Weapons,2307,discuss
Moment Michael Brown was shot dead 'caught on audio recording': FBI handed potentially damning tape of ELEVEN shots being fired - including final volley of 'kill shots',2250,discuss
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,1166,discuss
Christian Bale will not play Steve Jobs,1217,discuss
CNN Posts Alleged Audio of Michael Brown Shooting,2235,discuss
Soldier shot in Ottawa at War Memorial,1437,discuss
Microsoft Tried Out Robot Security Guards on Its Silicon Valley Campus,2432,agree
Militant Group Says It Killed American Journalist in Syria,991,discuss
MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings,1121,discuss
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",837,discuss
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,1131,discuss
Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,2345,discuss
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,2067,discuss
"Managua explosion not a meteorite, NASA suggests",1913,disagree
"No, A Spider Did Not Burrow Under A Man's Skin And Live There For Days",2042,agree
Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,2317,discuss
"Sorry, Everyone: Durex Is Unfortunately Not Making Pumpkin Spice Condoms",2055,agree
Nigeria says it has deal with Boko Haram to release kidnapped girls,955,discuss
Islamic State militants claim to behead missing American journalist,2388,discuss
The Case of the Stolen Batmobile Has Been Solved,2135,discuss
New Audio Recording From Ferguson May Capture Michael Brown Shooting,2250,discuss
NASA Raises Doubts About Reports of Nicaraguan Meteorite,1573,agree
"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",1540,discuss
Michael Phelps' girlfriend was born male but did not tell swimmer about her past,599,discuss
A Letter Lego Sent to Parents in 1974 Holds an Important Message for the Parents of 2014,1582,agree
WHO investigates media reports ISIS fighters contracted Ebola,2060,discuss
"So, There Might Be a Rat Infestation at Vogue",2263,discuss
That Boko Haram Ceasefire in Nigeria Isn’t A Ceasefire,2191,discuss
"Gill Rosenberg, Canadian citizen, reportedly captured by ISIS in Syria",1893,discuss
Jihadi John ‘identified as British man from West London’,1724,discuss
Mass grave found after 40 students disappear in Mexican protest,461,discuss
New policy could reduce marijuana possession arrests,2237,discuss
"Report: new 12-inch MacBook Air slims down, has single USB port",1362,discuss
WTC rats scare off Anna Wintour,2064,agree
Zack Snyder Makes Fun of Stolen Batmobile Rumor with New Image,2135,agree
Mexico finds 4 more graves at site of suspected student massacre,777,discuss
This Is a Truly Horrifying Story About a Spider,2338,discuss
"Big Bank Hank, US rapper and Sugarhill Gang founder member, dies at 57",598,agree
NEWS/ You'll Never Guess How a Homeless Man Spent $100—Watch the Touching Video!,1245,agree
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,1379,agree
Rumor Robert Plant Ripped Up $800 Million Contract To Reunite Led Zeppelin Called 'Rubbish',699,disagree
It's back! The incredible new Batmobile takes a spin around Detroit... after rumors it had been STOLEN,1538,discuss
A soldier has been shot at Canada’s war memorial just steps away from the nation’s parliament,2281,agree
ISIS cracks down on five confirmed Ebola cases among fighters: official,1904,discuss
Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border,1398,discuss
Audio of gunfire in Michael Brown case authenticated by app company,1934,discuss
Kurds Deny Gill Rosenberg was in Kobane,2302,discuss
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,1761,discuss
Zack Snyder’s ‘Batman V Superman: Dawn Of Justice’ Stolen Batmobile Rumor Put To Rest,1242,agree
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",601,disagree
$YUM Serving Up #Marijuana & Fried Chicken,1933,disagree
Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,567,discuss
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,1658,agree
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,1580,agree
James Foley remembered as 'brave and tireless' journalist,311,discuss
"RCMP release security footage of Michael Zehaf Bibeau during attack, say he shot soldier in back",2214,agree
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,1426,discuss
US probing claims ISIS fighters seized airdropped weapons meant for Kurds,1253,discuss
Now the Vogue Rats Are Chewing Through Couture,2064,agree
"Wife, child of Islamic State head Abu Bakr al-Baghdadi held in Lebanon, officials say",1877,discuss
Iraqi and Kurdish media reports cases of Ebola among Islamic State fighters in Mosul,2180,discuss
