Headline,Body ID,Stance
"Sons of Anarchy Movie? No, Kurt Sutter Announces Charlie Hunnam, Brad Pitt Film Article is Fake",203,unrelated
Seven girls as young as 13 become pregnant on a school trip,1981,unrelated
Jordan Vs ISIS: Reports Say King Abdullah II Could Personally Lead Airstrikes After Pilot’s Death,516,unrelated
"ISIS Militants In Mosul Have Contracted Ebola, Iraqi Media Sources Claim",2463,unrelated
Boko Haram denies truce to release kidnapped schoolgirls,298,unrelated
Islamic State Flying Three Jets in Syria,2218,unrelated
Bergdahl: Senator Says Jihadists Swapped For U.S. Troop ‘In Touch’ With Al-Qaida Affiliate,2524,unrelated
Willie Nelson Dead? Internet Freaks Out As Another Celebrity Death Hoax Makes The Rounds,2046,unrelated
Has North Korean dictator Kim Jong-un been replaced by his sister?,1289,unrelated
Pentagon: ISIS seized materials airdropped to Kurds,239,unrelated
Dog abandoned at Ayr station with belongings in suitcase,1164,agree
"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",1351,unrelated
Has Kim's SISTER taken over North Korea? Dictator fails to show for key Communist event (but does send a nice flower basket instead),465,unrelated
Now the Vogue Rats Are Chewing Through Couture,1940,unrelated
Crank-Boosting Behind Top Apps in App Store,1040,unrelated
Senior Western Intelligence Official Confirms London Rapper Abdel Majed Abdel Bary Is A Suspect In The Foley Killing,125,unrelated
IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,1821,unrelated
"Tropical spider burrows under man's skin, lives there for three days",2360,unrelated
Kim Jong-Un 'bans the name Kim Jong-un',144,unrelated
Isis claims it has US airdrop of weapons,1239,unrelated
"Would you pay $10,000 for the Apple Watch?",418,discuss
"North Korean leader Kim Jong Un had ankle surgery, report says",1269,unrelated
Macaulay Culkin Dead: Internet Death Hoax Claims Actor Found Dead In Apartment,2252,unrelated
"North Korean leader Kim Jong-un not missing, just having ankle surgery",663,unrelated
It’s Okay To Laugh About The Fact That The Vogue Rat Infestation is Getting Worse,891,unrelated
Texas plumber's truck on front line of Syria war,2084,unrelated
DNA test confirms child is IS head Abu Bakr al-Baghdadi's daughter,1875,unrelated
Everyone chill! Banksy has NOT been arrested,467,unrelated
BREAKING: Soldier shot at War Memorial in Ottawa,1988,unrelated
Texas City plumber's truck ends up in Syrian war,2187,unrelated
Man has his PENIS cut off by angry mob after 'attempted rape' of teenager,17,unrelated
Obama denounces killing of journalist James Foley and pledges ‘justice’,1361,unrelated
Fence-jumper ran through much of main floor of White House: report,2303,discuss
"Apple Watch pricing: Will you spend $5000 for Gold edition, $500 for stainless steel?",847,unrelated
Spec leak suggests Apple Watch will be on par with Android Wear rivals,1277,discuss
Nicaraguan commission on possible meteorite crash presents rock samples,269,unrelated
"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports",2197,unrelated
ISIS Reportedly Beheads American Photojournalist in Iraq,984,unrelated
"No, Banksy hasn’t been arrested",2134,unrelated
Former British Rapper Reportedly Under Investigation for James Foley Beheading,1263,unrelated
‘Wild Misinformation’: Brian Williams Explains the Mike Seidel Liveshot,913,unrelated
BREAKING NEWS: British-born U.S. photojournalist held hostage by al-Qaeda killed in failed rescue attempt in Yemen,56,unrelated
Is Kim Jong-Un Really Opening a Restaurant in Scotland?,955,unrelated
20-year-old burger: McDonald's Quarter Pounder looks eerily new after 2 decades,1500,unrelated
"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",1438,unrelated
"Tiger Woods is not on suspension for failing a drug test, his agent and a PGA official say",1718,agree
Eye-catching! Rare sighting of Anna Wintour without her trademark sunglasses as she leaves 'rat-infested' Vogue office,1737,unrelated
"Web Portal publishes death of ""Dog Whisperer""",742,unrelated
Kim Jong-Un planning Scottish restaurant,1438,unrelated
'Jihadi John': Isis fighter named as Mohammed Emwazi from west London,2033,unrelated
Bali Awry,220,unrelated
Mexico Student Massacre Update: More Graves Discovered At Murder Site,712,unrelated
New iOS 8 bug can delete all of your iCloud documents,1720,unrelated
Hunt for 'cruel' owner who abandoned dog at train station,2252,unrelated
Cheese addiction breaks Kim Jong-un's ankles,2385,unrelated
DHS Rebuffs Congressman’s Claim ISIS Infiltrating Southern Border,570,unrelated
"Etats-Unis: Mort pendant 48 minutes, un prêtre affirme que Dieu est une femme",615,unrelated
Court Orders Probe Into Complaints Of 'Forced Castration' In Religious 'Dera' Sect,2520,unrelated
"Wife, child of Islamic State head Abu Bakr al-Baghdadi held in Lebanon, officials say",72,unrelated
"Catholic Priest Dies for 48 Minutes, Comes Back to Life and Claims God Is Female",887,unrelated
Media outlets identify 'Jihadi John',1047,unrelated
Hoax 'Banksy Arrested in London' Story Dupes the Internet Again,324,unrelated
Government fires employee who skipped work for 24 years,830,unrelated
Christian Bale will not play Steve Jobs,1897,unrelated
Durex Is Not Making Pumpkin Spice Condoms After All: A Hoax Debunked,609,unrelated
Conflicting reports on alleged IS capture of Canadian woman,1299,unrelated
Islamic State claims it executed American photojournalist James Foley,704,unrelated
"Islamic State leader's family detained by Lebanon, officials say",1883,unrelated
Audio of gunfire in Michael Brown case authenticated by app company,968,unrelated
"Nun gives birth, intends to keep baby",2009,unrelated
"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",1125,unrelated
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,932,unrelated
Purported ISIS claim: Jordan airstrike kills female US hostage,77,unrelated
"No, Banksy Didn't Create That 'Charlie Hebdo' Tribute Cartoon, But That Doesn't Mean You Can't Appreciate It",2375,agree
Dumped woman spends a week in KFC to get over ex,1299,unrelated
Ebola Scare in Kansas City,2127,discuss
Microsoft Tried Out Robot Security Guards on Its Silicon Valley Campus,524,unrelated
Pentagon: death of al Shabaab leader in U.S. strike would be major blow,2473,unrelated
American hostage in Yemen freed in military raid-Defence Ministry,1165,unrelated
"Why the Gold Apple Watch Edition Must Cost $10,000",2176,unrelated
"No, A Spider Did Not Burrow Under A Man's Skin And Live There For Days",505,unrelated
Macaulay Culkin Hasn’t Died Despite What Everyone Is Saying On Facebook,1423,unrelated
This Kid Made $72 Million During Lunch,17,unrelated
Obama: murder of James Foley 'shocks the conscience of the entire world',2526,unrelated
Elderly Woman Arrested for Kidnapping Neighbor's Cats & Making Fur Coats,280,unrelated
SEE IT: California homeless man uses $100 gift to give food to others,2370,unrelated
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,1368,unrelated
A Man Says Comcast Called His Boss And Got Him Fired After He Complained About Its Service,1268,unrelated
"No, A Spider Did Not Burrow Under A Man's Skin And Live There For Days",1709,unrelated
Did Paul Rudd Help Tackle That Dallas Airport Gay-Basher?,1094,discuss
Macaulay Culkin Victim of Another Online Death Hoax,1555,agree
'Spiderman' squished: Perth experts debunk spider burrowing claims,1549,unrelated
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",1547,unrelated
Priest' claim of seeing God as a woman dismissed as hoax,34,unrelated
The pumpkin spice condom is not happening,609,unrelated
Dog found abandoned outside railway station with suitcase of his belongings,695,unrelated
Rajasthan: Angry mob teaches rapist a lesson; chops penis off,2055,unrelated
Comcast gets customer fired for complaining about poor service,86,unrelated
"Macaulay Culkin NOT Dead: Facebook, Twitter Death Hoax Goes Viral",2252,unrelated
"Report: The Apple Watch Will Only Last 2.5 Hours With ""Heavy"" Use",737,unrelated
"Nigeria's missing girls 'to be released by Boko Haram', government aide claims",320,unrelated
Fake Fox News Website Reports Judd Nelson’s Death for Some Reason,35,unrelated
"Gold Apple Watch Edition Could Cost As Much As $1,200",321,unrelated
DNA test confirms child is IS head Abu Bakr al-Baghdadi's daughter,530,unrelated
A Mass Grave Points to a Student Massacre in Mexico,295,unrelated
"Paradise is open to all, even dogs, Pope tells boy",2302,unrelated
"Kim Jong-un Broke Both Ankles and Is Hospitalized, Report Claims",1095,discuss
Who Should Play Steve Jobs Now That Christian Bale Quit?,574,unrelated
"Sadly, Pumpkin Spice Condoms Aren't A Thing After All",703,unrelated
KC Man Does Not Have Ebola,1404,agree
"ISIS Claims It Kidnapped Gill Rosenberg, The First Western Woman To Fall Into The Group's Hands",195,unrelated
"After Giving A Homeless Man $100, This Guy Secretly Filmed Him...",1948,unrelated
“Willie Nelson dead 2015” : Guitarist killed by internet death hoax,1383,unrelated
"Boko Haram claims to have German hostage, denies ceasefire",171,unrelated
ISIL Beheads American Photojournalist in Iraq,984,unrelated
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",2208,unrelated
"Tropical spider burrows under man's skin, lives there for three days",1210,unrelated
Soldier shot at War Memorial; multiple shots fired in Parliament,633,unrelated
U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,139,unrelated
Shocking Photos! Mom Tries To Sell Son To Pay For Daughter's Cancer Treatment,350,unrelated
Police hunting mystery 'slapper' in tweed jacket who attacks people who sneeze in town's high street,87,unrelated
"Hundreds of dog-lovers from around the world offer home to pet abandoned at the railway station with a suitcase containing his pillow, toy, bowl and favourite food",2192,unrelated
Angry mob hacks off alleged rapist's genitals with meat cleaver after dragging him into butchers,1256,unrelated
"Reports: Jihadists Steal Commercial Jets, Raise 9/11 Fears",723,unrelated
GRAPHIC CONTENT: Girl sneers at man's tiny penis so he CHOPS IT OFF and bins it,1560,discuss
NBC weatherman caught urinating in the woods live on air,775,unrelated
Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,2354,unrelated
Homeless man receives $100... then shocks everyone with how he spends it,1948,unrelated
Constipated goldfish operated on by North Walsham vet,958,agree
Fence jumper reportedly made it much further into White House than Secret Service said,1804,unrelated
ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,2252,unrelated
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",2304,unrelated
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,2177,unrelated
Missing jetliners raise fear of new 9/11-style attacks after Libyan airport falls to Islamic militants,846,unrelated
Rapper identified as James Foley's executioner: reports,1524,unrelated
"Islamic State training pilots to fly MiG fighter planes, says monitoring group",487,unrelated
Snowmen Declared Anti-Islamic As Snow Falls in Saudi Arabia,2287,unrelated
Zack Snyder Makes Fun of Stolen Batmobile Rumor with New Image,1338,unrelated
High school student scores $72M playing the stock market,2009,unrelated
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,1549,unrelated
Iraqi media says ISIS militants have contracted Ebola,1013,unrelated
Abdel-Majed Abdel Bary in Foley beheading: London rapper songs help identify him,951,discuss
This Is What The Sun Baby From ‘Teletubbies’ Looks Like Now,1834,unrelated
Tim Cook Reportedly Reveals Apple Watch Waterproofing Has Improved,1923,unrelated
North Dakota Names Landfill After Obama,1170,disagree
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,1549,unrelated
Pope says dogs can go to heaven: ‘Paradise is open to all of God’s creatures’,504,unrelated
Mexico Student Massacre Update: More Graves Discovered At Murder Site,2385,unrelated
Do all dogs go to heaven? Pope tells grieving boy: 'Paradise is open to all of God’s creatures',255,agree
Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',1385,unrelated
Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,321,unrelated
"Etats-Unis: Mort pendant 48 minutes, un prêtre affirme que Dieu est une femme",478,unrelated
Cloistered nun has a stomach ache  hospital gives birth to a baby [Google Translate],220,unrelated
Has Ebola infected Isis militants in Mosul?,527,unrelated
"Sadly, Pumpkin Spice Condoms Aren't A Thing After All",1948,unrelated
Kim Jong-un 'so fat he has fractured his ankles',1103,unrelated
Alleged audio of Michael Brown shooting has surfaced,900,unrelated
Wayward sister ‘nun the wiser’ about baby,391,unrelated
"Apple Media Event Rumored for Late February, Apple Watch and 12"" MacBook Air Likely Topics [Updated]",346,unrelated
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,908,unrelated
It’s About To Get Harder To Be Arrested For Pot Possession In New York City,269,unrelated
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,958,unrelated
"Insiders Claim Steel Apple Watch to Start at $500, Gold at $4,000",382,unrelated
Apple Watch reportedly has low-energy 'power reserve' mode,1223,unrelated
Another American hostage at risk by Islamic state,1251,unrelated
Marijuana May Soon Spark Just a Ticket in New York,1875,unrelated
Magic Mushrooms Found on Buckingham Palace Grounds,1184,unrelated
Nun who had no idea she was pregnant gives birth after going to hospital with stomach pains,1891,unrelated
This Is The Most Epic Way To Quit Your Job,562,unrelated
Amazon.com to open first physical store in Manhattan: DJ,15,unrelated
Small Meteorite Hits Managua,1627,unrelated
"Explosion reported near the Nicaraguan capital attributed to meteorite impact, but experts, including NASA, cast doubt on claims",345,unrelated
Confusion Surrounds Capture Of “ISIS Leader’s Wife”,2307,unrelated
Weather Reporter Caught Writing His Name In The Snow Was NOT Ready To Go On Camera (UPDATED),1854,unrelated
Apple Watch reportedly features unannounced diagnostics port under strap connector,1455,discuss
"Apple Media Event Rumored for Late February, Apple Watch and 12"" MacBook Air Likely Topics [Updated]",1289,unrelated
The 'cub of Baghdadi': Has this boy become the youngest victim of Isis’s use of child soldiers?,300,unrelated
A Bunch Of People Thought Banksy Got Arrested But It Was A Hoax,324,unrelated
Woman spends a week in KFC to get over her break up,1299,unrelated
Cold Turkey,1648,unrelated
Doubts cast over Nicaragua meteorite claim,2118,unrelated
Meteor Leaves 40-Foot Crater Near Managua's Airport,269,unrelated
Kim Jong-Un 'bans the name Kim Jong-un',1905,unrelated
Apple Users Add Hairgate to iPhone 6 Problems,2303,unrelated
"Hostage David Haines' Murder 'Evil', PM Says",15,unrelated
Does ISIS have an airforce? Terrorist 'fighter pilots' are being trained on captured MiGs by Saddam Hussein's ex-air force officers,311,unrelated
TBS Is Probably Speeding Up ‘Seinfeld’ Reruns To Fit In More Commercials,170,unrelated
The Pumpkin-Spice Condom Is Just a Figment of Your Own Gross Imagination,2338,unrelated
Islamist terrorists Jabhat Ansar al-Deen tweet picture of Texas plumber’s truck fitted with anti-aircraft gun in Syria,1467,unrelated
The Apple Watch's battery life will reportedly be just like any other smartwatch,1492,unrelated
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,2287,unrelated
That powerful Lego letter to parents from the 1970s? It's real,1726,unrelated
IS Militants Kill 300 Iraqi Soldiers with Chlorine Gas,2197,unrelated
Durex is not confirming or denying rumors of a “pumpkin spice” condom,1239,unrelated
Tiger Woods' former luxury island goes on sale,965,agree
"A message from Jim's mom, Diane Foley:",614,unrelated
"Yang Hu, worker in Zhejiang, cuts off own penis over desperation of finding love",460,agree
"Boko Haram Denies Ceasefire, Says Kidnapped Girls Are Now Married",298,unrelated
"Obama, Outraged Over Beheading, Vows to Stay on Course",1569,unrelated
ISIS Executioner 'Jihadi John' Is Named as Mohammed Emwazi,503,unrelated
"Wife, child of Islamic State head Abu Bakr al-Baghdadi held in Lebanon, officials say",404,unrelated
"Mexico hit by student massacre: At least 17 anti-corruption protesters 'rounded up, murdered and dumped in a mass grave' - and another 26 are missing",1351,unrelated
Hero soldier Nathan Cirillo killed by convicted criminal Michael Zehaf-Bibeau,1739,unrelated
BREAKING: British-born hostage 'KILLED in failed rescue attempt',2375,unrelated
"Vice Media’s CEO blew $300,000 on dinner, and a Vegas casino boss blabbed about it",1176,unrelated
Anna Wintour 'refuses to work at new World Trade Center Vogue office due to rat infestation',1020,unrelated
"Everybody Relax, Banksy Wasn’t Arrested And Exposed As A 35-Year-Old Man",530,unrelated
The 'cub of Baghdadi': Has this boy become the youngest victim of Isis’s use of child soldiers?,299,discuss
"Rumor: Stainless Steel Apple Watch Will Cost $500, Gold $4,000",181,discuss
Strange mark turns out to be tropical spider burrowing under vacationer's skin,1171,unrelated
Durex is not confirming or denying rumors of a “pumpkin spice” condom,1642,unrelated
Macaulay Culkin Hasn’t Died Despite What Everyone Is Saying On Facebook,115,unrelated
You all had an abortion! [Google Translate],1981,unrelated
"Report: Apple Watch to start at $500 in stainless steel, thousands for gold model",698,unrelated
Missing American journalist reportedly beheaded by Islamic State ,139,unrelated
"Man cuts off manhood, throws it in the bin, after girlfriend leaves over small penis",827,agree
Rats are still running around at Vogue,1968,unrelated
"Man chops off his own penis, throws it in the trash after getting dumped for bad bedroom skills",1379,unrelated
Video: Marine saved by helmet after Taliban sniper attack,2452,unrelated
Tiger Woods prices private island at $7.1 million,2175,unrelated
Isis Syria News: Iraqi Pilots 'Training Isis Fighters' to Fly Captured Planes,886,unrelated
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',26,unrelated
"Thanks Uncle Sam, we have your weapons airdrop: ISIS taunts America over intercepted weapons meant for Kurds",2116,unrelated
"#Hairgate: Reports of iPhone 6 pulling out hair, beards, likely exaggerated",1923,unrelated
Brian Williams slams social media for speculation weatherman Mike Seidel relieved himself on air,1047,unrelated
"These egalitarian Lego instructions from the 1970s are pretty cool, but are they real?",1169,unrelated
Islamic State accused of using chlorine gas on Iraqi soldiers,1177,unrelated
"Tim Cook Reportedly Showers with Apple Watch, Suggesting It’s Waterproof",1680,discuss
Audio of gunfire in Michael Brown case authenticated by app company,1786,unrelated
Female Israeli fighter said abducted by Islamic State  Read more: Female Israeli fighter said abducted by Islamic State,1223,unrelated
North Korean dictator Kim Jong-Un to open restaurant in Scotland,1143,unrelated
Axl Rose Dead? Fans Freak Out Over Death Rumors,1271,agree
"SMALL METEORITE STRIKES NICARAGUA, GOVERNMENT SAYS",10,unrelated
Meteorite leaves crater in Nicaraguan capital Managua,534,unrelated
Magic Mushrooms Found on Buckingham Palace Grounds,1658,unrelated
Christian Bale Exits Steve Jobs Movie (Exclusive),1702,unrelated
CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,2307,unrelated
Has Ebola infected Isis militants in Mosul?,2187,unrelated
You all had an abortion! [Google Translate],208,unrelated
New Audio Shows Michael Brown Was Shot at 11 Times,844,unrelated
"Pope Francis did not tell boy heaven has room for pets, contrary to report",1104,unrelated
An audio recording of the Michael Brown shooting has reportedly surfaced,1803,unrelated
Meteorite 'caused mysterious boom in Nicaragua',724,unrelated
Former British Rapper Reportedly Under Investigation for James Foley Beheading,1303,unrelated
Nigeria Boko Haram blamed for raids despite truce claim,1506,unrelated
Founding Fathers-Era Time Capsule Found in Boston,817,unrelated
"Boko Haram denies cease-fire, leader says he married off kidnapped girls",1003,unrelated
"Woman detained in Lebanon is not Isis leader’s wife, says Iraq",682,unrelated
WSJ: Apple cut watch health features due to erratic sensors,330,unrelated
Tiger Woods' agent shoots down report of failed drug test,1406,unrelated
Kim Jong-un necks litres of rare SNAKE wine because he's too fat to please his wife,1738,unrelated
Audio recording allegedly captures moment Michael Brown was shot,1893,unrelated
"Hoax Alert: Father O’Neal, Who Has Met God and Thinks She’s a Woman, Is Made Up (Just Like God Herself)",34,unrelated
"Sons of Anarchy Movie? No, Kurt Sutter Announces Charlie Hunnam, Brad Pitt Film Article is Fake",1457,unrelated
Apple Watch launch has new timetable: Analyst,1760,unrelated
US Lawmaker: Ten ISIS Fighters Have Been Apprehended Coming Across Southern Border (Video),1423,unrelated
"Hundreds of dog-lovers from around the world offer home to pet abandoned at the railway station with a suitcase containing his pillow, toy, bowl and favourite food",1853,agree
North Korea dictator Kim Jong-un undergoes surgery after breaking both ankles on military tour,554,agree
‘Banksy’ Instagram tribute to Charlie Hebdo victims not posted by artist,1574,unrelated
Lebanon confirms holding ISIS chief’s kin,649,unrelated
Unconfirmed reports saying ISIS UK Hostage David Haines Beheaded,15,unrelated
Report: Nearly a Dozen Commercial Airliners Missing Ahead of 9/11 Anniversary After Islamists Overrun Libyan Airport,846,unrelated
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",298,unrelated
ISIS Blasts 'Scorpion Bombs' At Civilian Areas In Iraq; Mosul Residents Living In Fear,662,unrelated
Missing American journalist reportedly beheaded by Islamic State ,524,unrelated
Texas City plumber's truck ends up in Syrian war,648,unrelated
Zack Snyder’s ‘Batman V Superman: Dawn Of Justice’ Stolen Batmobile Rumor Put To Rest,702,unrelated
A viral photo in China shows how to manipulate App Store rankings the hard way,2087,unrelated
White House fence-jumper made it far deeper into building than previously known,1547,unrelated
Not coming to a store near you: The pumpkin spice condom,633,unrelated
Nun Gives Birth To Baby Boy After Suffering Intense Stomach Pains,1786,unrelated
This Letter To Parents From A 1970s Lego Set Contains An Important Message For Gender Equality,508,unrelated
"Islamic State Training Pilots in Military Jets, Monitors Say",1854,unrelated
'Electric Boogie' Developer Leaves Secret Resignation Letter To Boss At The End Of The Game (Video),1637,unrelated
WHO: Isis does not have Ebola – but contingency plan being developed for Iraq,1291,unrelated
Former British Rapper Reportedly Under Investigation for James Foley Beheading,116,unrelated
Lynch mob chop man's penis off after catching him allegedly trying to rape teenager,1223,unrelated
Russian Yeti Or Bigfoot Hoax? New Footage Sparks Debate,2302,unrelated
IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,2463,unrelated
Nicaragua asks U.S. for help investigating meteorite crater,220,unrelated
"Apple Watch to Be Shower-Proof, Have 100,000 Apps at Launch: Reports",1148,unrelated
Google Grows With $1.6 Billion in California Office Deals,2367,unrelated
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,1120,unrelated
WHO ‘probing’ whether ISIS fighters got Ebola,225,unrelated
Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,321,unrelated
"Confusion swirls, details murky in arrest of ISIS leader's 'wife'",2367,unrelated
YPG Confirms: Gill Rosenberg Not Captured in Kobani,1459,unrelated
Predator Drone Reportedly Spotted Over ISIS Hotbed in Syria; Airstrikes Hit ISIS Targets,1400,unrelated
"Jose Canseco injured in accidental shooting, per reports",695,unrelated
Mexico Says Students Not Among Dead in Mass Grave,324,unrelated
iOS 8 bug reportedly erases iCloud Drive documents when settings are reset,906,unrelated
Islamic State 'training pilots to fly fighter jets',524,unrelated
BREAKING: ISIS Beheads American Journalist James Wright Foley,1009,unrelated
Jordan’s King May Participate Personally In ISIS Raids,1438,unrelated
Bugatti Veyron Vandalized With Penis Graffiti? Viral Photo Isn’t What It Seems,557,unrelated
Macaulay Culkin Dead: Actor Once Again Victim Of Death Hoax,1805,agree
Hoax Busted: Report on Popular 'Dog Whisperer' Cesar Millan's Death is False,1429,unrelated
"Meteorite makes big crater in Nicaragua, government says",269,unrelated
"Apple to Take Reservations for Trying On Apple Watch, Considered Platinum Model",2463,unrelated
"HBO streaming service could launch in April for $15 per month, work on Apple TV",2419,unrelated
'They ate through the ceilings and pooped on the keyboards': Rats are 'taking over' Vogue's new World Trade Center office and Anna Wintour 'no longer wants to work there',1883,unrelated
iOS 8 bug could delete your iCloud Drive documents,2061,unrelated
Lego letter from the 1970s still offers a powerful message to parents 40 years later,1689,unrelated
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,2192,unrelated
Macklemore Gets Twitter-Trolled with the #MacklemoreJoinedISIS,648,unrelated
‘Photo of slain IS leader’ reported to be doctored,936,unrelated
The pumpkin spice condom is not happening,788,unrelated
Canadian-Israeli woman reportedly kidnapped by ISIS: Jerusalem Post,1476,unrelated
The Guy Who Said a Spider Burrowed Under His Skin? Experts Say…,1210,unrelated
Developer quits using the app he was hired to make—or did he?,1726,discuss
"""Categorically False"": DHS Debunks Right-Wing Fiction That ISIS Attempted To Cross The U.S.- Mexico Border",220,unrelated
That ESPN Domestic Violence Panel You Keep Hearing About Isn't Real,126,unrelated
Report: Fence jumper made it into East Room of White House,263,unrelated
Kim Jong-Un 'bans the name Kim Jong-un',2115,unrelated
Christian Bale in Talks to Star in Sony's Steve Jobs Film,1658,unrelated
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,984,unrelated
Predator Drone Reportedly Spotted Over ISIS Hotbed in Syria; Airstrikes Hit ISIS Targets,304,unrelated
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,2314,unrelated
South Korea: Kim Jong Un had ankle surgery to remove cyst,1457,unrelated
Jihadi John: Mohammed Emwazi named as masked man behind ISIS beheadings,1437,unrelated
"Apple Watch Stainless Steel variant reportedly priced at $500, $4,000 for the gold variant",1047,unrelated
Iraqi and Kurdish media reports cases of Ebola among Islamic State fighters in Mosul,2078,unrelated
Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,1439,unrelated
Nicaragua meteorite: Experts attempt to understand whether mysterious meteorite fell from passing Pitbull asteroid,554,unrelated
Macaulay Culkin Dead? Another Death Hoax Circulates On Facebook,1555,agree
Report: A Radically Redesigned 12-Inch MacBook Air Is Coming,45,unrelated
Isis video claims to show beheading of British hostage David Haines,1095,unrelated
Saudi cleric condemns snowmen as anti-Islamic,1064,agree
"Oh Hey, Paul Rudd Was One Of The Dallas Airport Homophobe Heroes, No Big",367,unrelated
Police hunt tweed-jacket wearing man who slaps shoppers for SNEEZING,402,agree
Police hunting mystery 'slapper' in tweed jacket who attacks people who sneeze in town's high street,1735,unrelated
"Boko Haram Cease-Fire: Abducted Nigerian Schoolgirls To Be Released, Officials Say",34,unrelated
"Confusion swirls, details murky in arrest of ISIS leader's 'wife'",682,unrelated
"Boko Haram denies truce, says kidnapped girls married",1374,unrelated
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,1888,unrelated
Questions raised over Nicaragua 'meteorite',1627,unrelated
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,26,unrelated
"In Vogue vs Rats War, the Rats Are Winning",304,unrelated
This Soap Opera Star Reportedly Had His Testicles Stolen By An ‘Attractive Blonde’ Organ Trafficker,1586,unrelated
ISIL video claims beheading of kidnapped journalist James Foley,11,unrelated
Met police denies reports of Banksy arrest,1349,unrelated
Was The Batmobile Stolen In Detroit?,1338,unrelated
"Video showing American journalist beheaded believed real, officials and family say",1217,unrelated
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,205,unrelated
Guantanamo Detainee Exchanged for American POW Attempts a Return to Battle,366,unrelated
Soldier shot at war memorial in Canada,2252,unrelated
"UK spies identify Foley’s killer, Abdel-Majed Abdel Bary a key suspect",760,unrelated
Nationwide turkey recall? Ebola-infected birds? USDA debunks the hoax,1224,unrelated
"Apple Watch to Be Shower-Proof, Have 100,000 Apps at Launch: Reports",1347,discuss
Animal lovers abuzz over pope’s comments that 'paradise is open to all of God’s creatures',2473,unrelated
Urgent: The Leader of ISIL 'Abu Bakr al-Baghdadi' Killed! / Photo,1384,unrelated
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,625,unrelated
"In Moscow, police are looking for a felon, cut the male genitals",137,agree
"No, that broken pencil illustration isn't by Banksy",1867,unrelated
Missing Libyan aircraft spark fears of 9/11-style attack in North Africa,1949,unrelated
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",1547,unrelated
Vogue’s Shiny New Office Has a Big Rat Problem,367,unrelated
"No, a bird didn't poop on Vladimir Putin",2081,agree
SEND IN THE DRONES: Predator drones flown over IS headquarters in Syria,1400,unrelated
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,527,unrelated
Kim Yo-jong in Charge: Kim Jong-un's Sister 'Replaces' North Korean Dictator During Illness,1660,unrelated
"Reports: Jihadists Steal Commercial Jets, Raise 9/11 Fears",1073,unrelated
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",1627,unrelated
Missing American journalist reportedly beheaded by Islamic State ,1295,unrelated
Isis tells mother on rescue mission :’You’ve just eaten your son’,2248,unrelated
"Sorry, Fido. Pope Francis did NOT say our pets are going to heaven",132,unrelated
Michael Abdul Zehaf Bibeau Pictures: Photos of Alleged ISIS-Linked Gunman in Canada,2256,unrelated
